GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;;;;;;;;;
Libro Auxiliar entre el 01/01/2026 y el 31/03/2026;;;;;;;;;
Elaborado Bajo Normas Locales;;;;;;;;;
Inventario;Cuenta;Tercero;Fecha;Nota;Cheque;Doc Num;Débitos;Créditos;Saldo
LOCKER 4 PUESTOS VARIOS ACTIF-062 LOCKER;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;489.495,00;0,00;489.495,00
;Total 152405 MUEBLES Y ENSERES;;;;;;489.495,00;0,00;489.495,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;150.511,00;-150.511,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  LOCKER 4 PUESTOS VARIOS;;(GCG) dp 96;0,00;3.671,00;-154.182,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  LOCKER 4 PUESTOS VARIOS;;(GCG) dp 97;0,00;3.671,00;-157.853,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  LOCKER 4 PUESTOS VARIOS;;(GCG) dp 98;0,00;3.671,00;-161.524,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;161.524,00;-161.524,00
Total LOCKER 4 PUESTOS VARIOS ACTIF-062 LOCKER;;;;;;;489.495,00;161.524,00;327.971,00
MESA DE TRABAJO 1,15 -70 CM ACTIF-144;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;702.100,00;0,00;702.100,00
;Total 152405 MUEBLES Y ENSERES;;;;;;702.100,00;0,00;702.100,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;26.330,00;-26.330,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MESA DE TRABAJO 1,15 -70 CM;;(GCG) dp 96;0,00;5.266,00;-31.596,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MESA DE TRABAJO 1,15 -70 CM;;(GCG) dp 97;0,00;5.266,00;-36.862,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MESA DE TRABAJO 1,15 -70 CM;;(GCG) dp 98;0,00;5.266,00;-42.128,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;42.128,00;-42.128,00
Total MESA DE TRABAJO 1,15 -70 CM ACTIF-144;;;;;;;702.100,00;42.128,00;659.972,00
MESA DE TRABAJO 1,15 MT 70 CM 1 M ACTIF-149;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;708.050,00;0,00;708.050,00
;Total 152405 MUEBLES Y ENSERES;;;;;;708.050,00;0,00;708.050,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;15.930,00;-15.930,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MESA DE TRABAJO 1,15 MT 70 CM 1 M;;(GCG) dp 96;0,00;5.310,00;-21.240,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MESA DE TRABAJO 1,15 MT 70 CM 1 M;;(GCG) dp 97;0,00;5.310,00;-26.550,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MESA DE TRABAJO 1,15 MT 70 CM 1 M;;(GCG) dp 98;0,00;5.310,00;-31.860,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;31.860,00;-31.860,00
Total MESA DE TRABAJO 1,15 MT 70 CM 1 M ACTIF-149;;;;;;;708.050,00;31.860,00;676.190,00
MESAS ESCRITORIOS ACTIF-037 MESAS ESCRITORIOS;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;300.000,00;0,00;300.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;300.000,00;0,00;300.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;270.000,00;-270.000,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;270.000,00;-270.000,00
Total MESAS ESCRITORIOS ACTIF-037 MESAS ESCRITORIOS;;;;;;;300.000,00;270.000,00;30.000,00
MESON PLEGABLE SZK 180 IMI MADERA ACTIF-064 MESON PLEGABLE;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;319.000,00;0,00;319.000,00
;Total 152405 MUEBLES Y ENSERES;;;;;;319.000,00;0,00;319.000,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;98.113,00;-98.113,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MESON PLEGABLE SZK 180 IMI MADERA;;(GCG) dp 96;0,00;2.393,00;-100.506,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MESON PLEGABLE SZK 180 IMI MADERA;;(GCG) dp 97;0,00;2.393,00;-102.899,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MESON PLEGABLE SZK 180 IMI MADERA;;(GCG) dp 98;0,00;2.393,00;-105.292,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;105.292,00;-105.292,00
Total MESON PLEGABLE SZK 180 IMI MADERA ACTIF-064 MESON PLEGABLE;;;;;;;319.000,00;105.292,00;213.708,00
MICROHONDAS ACTIF-013;151205 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;198.387,00;0,00;198.387,00
;Total 151205 MAQUINARIA Y EQUIPO;;;;;;198.387,00;0,00;198.387,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;178.387,00;-178.387,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;178.387,00;-178.387,00
Total MICROHONDAS ACTIF-013;;;;;;;198.387,00;178.387,00;20.000,00
"MONITOR EXCLUSIV 22"" REF ELM22F8 ACTIF-016";152410 EQUIPOS;;31/12/2025;SALDO INICIAL;;;245.001,00;0,00;245.001,00
;Total 152410 EQUIPOS;;;;;;245.001,00;0,00;245.001,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;220.501,00;-220.501,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;220.501,00;-220.501,00
"Total MONITOR EXCLUSIV 22"" REF ELM22F8 ACTIF-016";;;;;;;245.001,00;220.501,00;24.500,00
MONITOR LENOVO THINKCENTERDE 23,8 ACTIF-108;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;910.000,00;0,00;910.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;910.000,00;0,00;910.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;300.300,00;-300.300,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MONITOR LENOVO THINKCENTERDE 23,8;;(GCG) dp 96;0,00;13.650,00;-313.950,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MONITOR LENOVO THINKCENTERDE 23,8;;(GCG) dp 97;0,00;13.650,00;-327.600,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MONITOR LENOVO THINKCENTERDE 23,8;;(GCG) dp 98;0,00;13.650,00;-341.250,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;341.250,00;-341.250,00
Total MONITOR LENOVO THINKCENTERDE 23,8 ACTIF-108;;;;;;;910.000,00;341.250,00;568.750,00
MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CIRCULO 110 ACTIF-095;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.046.215,00;0,00;1.046.215,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.046.215,00;0,00;1.046.215,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;188.328,00;-188.328,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CIRCULO 110;;(GCG) dp 96;0,00;7.847,00;-196.175,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CIRCULO 110;;(GCG) dp 97;0,00;7.847,00;-204.022,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CIRCULO 110;;(GCG) dp 98;0,00;7.847,00;-211.869,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;211.869,00;-211.869,00
Total MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CIRCULO 110 ACTIF-095;;;;;;;1.046.215,00;211.869,00;834.346,00
MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CT ACTIF-094;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.660.924,00;0,00;1.660.924,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.660.924,00;0,00;1.660.924,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;298.968,00;-298.968,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CT;;(GCG) dp 96;0,00;12.457,00;-311.425,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CT;;(GCG) dp 97;0,00;12.457,00;-323.882,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CT;;(GCG) dp 98;0,00;12.457,00;-336.339,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;336.339,00;-336.339,00
Total MOSTRADOR DE ALUMINIO 1 1-2X 1-4 CT ACTIF-094;;;;;;;1.660.924,00;336.339,00;1.324.585,00
MOSTRADOR DE ALUMINIO 1-2X 1-4 CT ACTIF-093;152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.923.174,00;0,00;1.923.174,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.923.174,00;0,00;1.923.174,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;346.176,00;-346.176,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  MOSTRADOR DE ALUMINIO 1-2X 1-4 CT;;(GCG) dp 96;0,00;14.424,00;-360.600,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  MOSTRADOR DE ALUMINIO 1-2X 1-4 CT;;(GCG) dp 97;0,00;14.424,00;-375.024,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  MOSTRADOR DE ALUMINIO 1-2X 1-4 CT;;(GCG) dp 98;0,00;14.424,00;-389.448,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;389.448,00;-389.448,00
Total MOSTRADOR DE ALUMINIO 1-2X 1-4 CT ACTIF-093;;;;;;;1.923.174,00;389.448,00;1.533.726,00
NEVERA HACEB 428 LITROS ACTIF-101;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;1.694.200,00;0,00;1.694.200,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;1.694.200,00;0,00;1.694.200,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;292.261,00;-292.261,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  NEVERA HACEB 428 LITROS;;(GCG) dp 96;0,00;12.707,00;-304.968,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  NEVERA HACEB 428 LITROS;;(GCG) dp 97;0,00;12.707,00;-317.675,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  NEVERA HACEB 428 LITROS;;(GCG) dp 98;0,00;12.707,00;-330.382,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;330.382,00;-330.382,00
Total NEVERA HACEB 428 LITROS ACTIF-101;;;;;;;1.694.200,00;330.382,00;1.363.818,00
"NEVERA HCB NF CS 294LT SIBER ME""G ACTIF-048 NEVERA HCB NF CS 294LT SIBER ME""G";152405 MUEBLES Y ENSERES;;31/12/2025;SALDO INICIAL;;;1.340.631,00;0,00;1.340.631,00
;Total 152405 MUEBLES Y ENSERES;;;;;;1.340.631,00;0,00;1.340.631,00
;159215 EQUIPO DE OFICINA;;31/12/2025;SALDO INICIAL;;;0,00;502.750,00;-502.750,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;"DEPRECIACION ENERO 2026  NEVERA HCB NF CS 294LT SIBER ME""G";;(GCG) dp 96;0,00;10.055,00;-512.805,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;"DEPRECIACION FEBRERO 2026  NEVERA HCB NF CS 294LT SIBER ME""G";;(GCG) dp 97;0,00;10.055,00;-522.860,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;"DEPRECIACION MARZO 2026  NEVERA HCB NF CS 294LT SIBER ME""G";;(GCG) dp 98;0,00;10.055,00;-532.915,00
;Total 159215 EQUIPO DE OFICINA;;;;;;0,00;532.915,00;-532.915,00
"Total NEVERA HCB NF CS 294LT SIBER ME""G ACTIF-048 NEVERA HCB NF CS 294LT SIBER ME""G";;;;;;;1.340.631,00;532.915,00;807.716,00
NEVERA MABE NF 297 LT ACTIF-052 NEVERA MABE NF 297 LT;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;1.599.900,00;0,00;1.599.900,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;1.599.900,00;0,00;1.599.900,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;551.954,00;-551.954,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  NEVERA MABE NF 297 LT;;(GCG) dp 96;0,00;11.999,00;-563.953,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  NEVERA MABE NF 297 LT;;(GCG) dp 97;0,00;11.999,00;-575.952,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  NEVERA MABE NF 297 LT;;(GCG) dp 98;0,00;11.999,00;-587.951,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;587.951,00;-587.951,00
Total NEVERA MABE NF 297 LT ACTIF-052 NEVERA MABE NF 297 LT;;;;;;;1.599.900,00;587.951,00;1.011.949,00
NEVERA VERTICAL  G3 26 PIES ACTIF-050 NEVERA VERTICAL  G3 26 PIES;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;6.345.000,00;0,00;6.345.000,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;6.345.000,00;0,00;6.345.000,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;2.331.812,00;-2.331.812,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  NEVERA VERTICAL  G3 26 PIES;;(GCG) dp 96;0,00;47.588,00;-2.379.400,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  NEVERA VERTICAL  G3 26 PIES;;(GCG) dp 97;0,00;47.588,00;-2.426.988,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  NEVERA VERTICAL  G3 26 PIES;;(GCG) dp 98;0,00;47.588,00;-2.474.576,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;2.474.576,00;-2.474.576,00
Total NEVERA VERTICAL  G3 26 PIES ACTIF-050 NEVERA VERTICAL  G3 26 PIES;;;;;;;6.345.000,00;2.474.576,00;3.870.424,00
NEVERA VERTICAL G3 - 42 PIES + KIT DE LABORATORIO ACTIF-020;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;6.645.000,00;0,00;6.645.000,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;6.645.000,00;0,00;6.645.000,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;3.438.822,00;-3.438.822,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  NEVERA VERTICAL G3 - 42 PIES + KIT DE LABORATORIO;;(GCG) dp 96;0,00;49.838,00;-3.488.660,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  NEVERA VERTICAL G3 - 42 PIES + KIT DE LABORATORIO;;(GCG) dp 97;0,00;49.838,00;-3.538.498,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  NEVERA VERTICAL G3 - 42 PIES + KIT DE LABORATORIO;;(GCG) dp 98;0,00;49.838,00;-3.588.336,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;3.588.336,00;-3.588.336,00
Total NEVERA VERTICAL G3 - 42 PIES + KIT DE LABORATORIO ACTIF-020;;;;;;;6.645.000,00;3.588.336,00;3.056.664,00
NEVERA VERTICAL VR-33 PIES ACTIF-072 NEVERA VERTICAL;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;8.310.300,00;0,00;8.310.300,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;8.310.300,00;0,00;8.310.300,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;2.493.080,00;-2.493.080,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  NEVERA VERTICAL VR-33 PIES;;(GCG) dp 96;0,00;62.327,00;-2.555.407,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  NEVERA VERTICAL VR-33 PIES;;(GCG) dp 97;0,00;62.327,00;-2.617.734,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  NEVERA VERTICAL VR-33 PIES;;(GCG) dp 98;0,00;62.327,00;-2.680.061,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;2.680.061,00;-2.680.061,00
Total NEVERA VERTICAL VR-33 PIES ACTIF-072 NEVERA VERTICAL;;;;;;;8.310.300,00;2.680.061,00;5.630.239,00
PLANTA ELECTRICA EM-FG3500 ACTIF-100;152005 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;1.979.000,00;0,00;1.979.000,00
;Total 152005 MAQUINARIA Y EQUIPO;;;;;;1.979.000,00;0,00;1.979.000,00
;159210 MAQUINARIA Y EQUIPO;;31/12/2025;SALDO INICIAL;;;0,00;341.389,00;-341.389,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PLANTA ELECTRICA EM-FG3500;;(GCG) dp 96;0,00;14.843,00;-356.232,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PLANTA ELECTRICA EM-FG3500;;(GCG) dp 97;0,00;14.843,00;-371.075,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PLANTA ELECTRICA EM-FG3500;;(GCG) dp 98;0,00;14.843,00;-385.918,00
;Total 159210 MAQUINARIA Y EQUIPO;;;;;;0,00;385.918,00;-385.918,00
Total PLANTA ELECTRICA EM-FG3500 ACTIF-100;;;;;;;1.979.000,00;385.918,00;1.593.082,00
PORTATIL DELL CORPORATIVO RAM 8 GB SSD 256 GB ACTIF-085 PORTATIL DELL CORPORATIVO;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;4.124.000,00;0,00;4.124.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;4.124.000,00;0,00;4.124.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;1.697.722,00;-1.697.722,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PORTATIL DELL CORPORATIVO RAM 8 GB SSD 256 GB;;(GCG) dp 96;0,00;65.297,00;-1.763.019,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL DELL CORPORATIVO RAM 8 GB SSD 256 GB;;(GCG) dp 97;0,00;65.297,00;-1.828.316,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL DELL CORPORATIVO RAM 8 GB SSD 256 GB;;(GCG) dp 98;0,00;65.297,00;-1.893.613,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;1.893.613,00;-1.893.613,00
Total PORTATIL DELL CORPORATIVO RAM 8 GB SSD 256 GB ACTIF-085 PORTATIL DELL CORPORATIVO;;;;;;;4.124.000,00;1.893.613,00;2.230.387,00
PORTATIL DELL LATITUDE 5420 I5 16GB ACTIF-082 PORTATIL DELL;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;2.393.700,00;0,00;2.393.700,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;2.393.700,00;0,00;2.393.700,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;1.113.086,00;-1.113.086,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PORTATIL DELL LATITUDE 5420 I5 16GB;;(GCG) dp 96;0,00;35.906,00;-1.148.992,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL DELL LATITUDE 5420 I5 16GB;;(GCG) dp 97;0,00;35.906,00;-1.184.898,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL DELL LATITUDE 5420 I5 16GB;;(GCG) dp 98;0,00;35.906,00;-1.220.804,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;1.220.804,00;-1.220.804,00
Total PORTATIL DELL LATITUDE 5420 I5 16GB ACTIF-082 PORTATIL DELL;;;;;;;2.393.700,00;1.220.804,00;1.172.896,00
PORTATIL HP PROBOOK 445 G9 AMD RIZEN 5 5625 ACTIF-084 PORTATIL HP PROBOOK;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;4.995.600,00;0,00;4.995.600,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;4.995.600,00;0,00;4.995.600,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;2.214.716,00;-2.214.716,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PORTATIL HP PROBOOK 445 G9 AMD RIZEN 5 5625;;(GCG) dp 96;0,00;79.097,00;-2.293.813,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL HP PROBOOK 445 G9 AMD RIZEN 5 5625;;(GCG) dp 97;0,00;79.097,00;-2.372.910,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL HP PROBOOK 445 G9 AMD RIZEN 5 5625;;(GCG) dp 98;0,00;79.097,00;-2.452.007,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;2.452.007,00;-2.452.007,00
Total PORTATIL HP PROBOOK 445 G9 AMD RIZEN 5 5625 ACTIF-084 PORTATIL HP PROBOOK;;;;;;;4.995.600,00;2.452.007,00;2.543.593,00
PORTATIL LENOVO IDEAPAD3 R5 AZ ACTIF-081 PORTATIL LENOVO;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;2.119.000,00;0,00;2.119.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;2.119.000,00;0,00;2.119.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;985.335,00;-985.335,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PORTATIL LENOVO IDEAPAD3 R5 AZ;;(GCG) dp 96;0,00;31.785,00;-1.017.120,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;28/02/2026;DEPRECIACION FEBRERO 2026  PORTATIL LENOVO IDEAPAD3 R5 AZ;;(GCG) dp 97;0,00;31.785,00;-1.048.905,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/03/2026;DEPRECIACION MARZO 2026  PORTATIL LENOVO IDEAPAD3 R5 AZ;;(GCG) dp 98;0,00;31.785,00;-1.080.690,00
;Total 159220 EQUIPO DE COMPUTACION Y COMUNICACION;;;;;;0,00;1.080.690,00;-1.080.690,00
Total PORTATIL LENOVO IDEAPAD3 R5 AZ ACTIF-081 PORTATIL LENOVO;;;;;;;2.119.000,00;1.080.690,00;1.038.310,00
PORTATIL LENOVO THINKPAD T14 ACTIF-099;152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;31/12/2025;SALDO INICIAL;;;5.412.000,00;0,00;5.412.000,00
;Total 152805 EQUIPOS DE PROCESAMIENTO DE DATOS;;;;;;5.412.000,00;0,00;5.412.000,00
;159220 EQUIPO DE COMPUTACION Y COMUNICACION;;31/12/2025;SALDO INICIAL;;;0,00;1.970.870,00;-1.970.870,00
;;GVM CORPORATION GLOBAL VETERINARY MEDICINE S A S;31/01/2026;DEPRECIACION ENERO 2026  PORTATIL LENOVO THINKPAD T14;;(GCG) dp 96;0,00;85.690,00;-2.056.560,00
